,label
20165,1
22084,0
16813,1
24064,1
26048,1
34662,0
27450,0
21265,0
33384,0
21527,0
689,0
37263,1
17610,1
2804,0
26317,0
28402,1
21467,1
11648,0
903,0
7588,0
8323,1
35811,0
16382,0
18877,0
14329,0
15414,1
16469,0
13881,1
3741,0
19375,1
33747,0
32036,0
33175,0
38613,1
3079,0
33283,1
6389,1
24550,0
9652,1
14819,0
19400,0
1438,1
9106,1
15693,1
8430,0
31153,1
4988,1
16015,1
38253,0
4362,0
1532,0
26340,1
15657,1
9449,1
23021,1
38237,0
16203,1
34781,1
13888,0
8462,0
8633,1
24575,0
9678,1
31523,1
15410,1
26507,0
39306,1
18366,1
9869,0
24661,1
3685,1
8359,0
35879,0
26257,0
11202,0
27628,0
13421,0
23310,1
15190,0
23727,0
40015,0
6851,0
11564,1
753,0
27614,0
9610,1
8644,0
10446,1
4063,0
7983,1
37610,0
29999,0
20526,0
28657,0
29190,1
19727,0
4244,0
8808,0
18822,1
37790,0
2069,0
17579,0
21608,1
30115,1
11341,0
2175,0
35848,1
8816,1
5083,1
15510,1
20489,0
25808,0
13111,1
14425,0
19934,0
15065,0
4353,0
12692,0
24723,0
37342,1
39663,0
27512,0
4521,1
6402,0
17738,0
28148,0
7457,0
38423,1
7744,1
30101,0
39007,0
38190,0
1099,0
29607,1
10117,0
14580,1
14717,0
32096,0
25010,0
17467,1
19988,0
38947,1
26471,1
38555,0
15715,0
11748,1
5228,0
36425,0
39055,0
34776,1
7595,1
29920,1
37307,1
6443,0
26055,0
35670,1
26522,0
32715,1
39565,0
25728,1
14255,0
38256,0
21873,0
1865,0
12699,0
36207,1
24522,1
25387,1
10908,1
14542,0
31645,1
5637,1
32653,0
37814,0
19574,0
25093,1
7575,1
35866,1
5007,0
11981,1
31623,1
14002,1
24583,1
7789,1
20439,1
14642,1
782,0
7618,1
21134,0
35297,1
29705,0
19708,1
7883,1
38441,1
35817,1
22631,1
17307,0
26255,0
27639,1
20852,1
3107,0
7925,0
18390,0
12268,0
13576,1
3767,1
24460,0
38699,0
24555,0
17370,0
5964,0
30605,1
2824,0
25803,1
14755,1
4385,1
18835,0
23054,1
32457,0
32998,0
11481,0
12225,0
23979,0
1300,1
20255,0
3521,1
32607,1
8694,0
34004,0
24628,1
5272,0
34797,0
20209,0
2574,0
6500,0
28445,1
10005,1
12412,0
22245,1
35512,1
27845,1
28479,0
35028,0
17552,1
34078,1
39697,1
16388,0
36350,0
39811,0
29017,0
27783,0
18249,1
20473,1
9711,1
29078,0
25720,1
33236,0
14687,0
17884,1
29893,1
27158,0
31249,0
18766,0
28959,1
39630,0
28608,1
11115,1
9080,0
1064,1
19105,0
29410,0
5308,1
26000,0
16058,1
7333,1
6106,1
9963,0
14507,1
25555,0
14109,0
13709,1
332,1
20373,0
19467,1
25259,0
3692,1
6866,1
23846,1
26175,1
39915,0
26234,1
7814,1
16581,0
38642,1
17464,0
6734,0
4288,0
20291,0
32772,1
32636,1
39913,1
20851,1
6787,1
5169,1
12438,1
24110,0
27967,1
24329,0
5631,1
8732,1
33325,0
37995,0
23798,0
11924,1
8678,1
24440,0
6321,1
39424,0
15033,1
1683,1
31211,1
18584,0
31280,0
26662,0
16962,1
1110,0
13930,0
24073,0
8526,0
9034,1
15006,1
35655,1
19070,0
12777,1
22107,0
12498,0
27165,0
32415,0
23634,1
676,0
12046,1
23922,1
13294,0
5855,1
29446,1
14072,0
17891,1
17166,0
34412,0
34360,0
9988,1
34026,1
34417,0
28146,1
31617,0
183,1
9511,0
3166,0
40276,1
38086,0
31815,1
4939,0
31627,0
2836,0
18056,1
35565,0
31134,0
2971,0
1955,0
2355,0
9082,1
13293,1
35185,1
30524,1
23673,1
22947,0
12247,0
23504,0
31505,0
14250,0
533,1
23376,1
3830,1
8661,1
39400,0
4635,1
2742,0
13989,1
22525,0
20145,0
12985,0
26429,1
32697,1
4734,1
23827,0
33268,0
529,0
27232,1
26326,1
19361,1
24429,1
38573,0
40038,0
11972,1
22144,0
32002,1
8522,1
3992,0
36858,1
13523,1
4248,1
32542,0
32147,0
36627,0
17950,1
5450,1
38749,0
9102,1
1145,0
4514,1
39005,1
34767,1
24258,1
25769,0
31287,1
15729,1
1544,1
38374,0
15668,1
30800,1
10796,0
4511,1
22051,1
19561,1
10991,1
17665,0
10758,0
8284,1
34803,0
18855,1
15879,0
11458,1
21971,1
4466,1
22757,1
14432,1
9321,1
4642,1
6513,1
6320,0
33622,0
22860,0
27022,0
16107,1
12318,0
32932,0
26151,1
3599,0
33680,0
40393,0
1787,1
4294,1
25942,1
30975,1
33133,0
7282,1
25598,0
1304,1
4039,1
19980,0
10678,1
20298,0
3004,1
12644,0
22644,0
2407,0
36407,1
28617,0
18728,1
3076,0
5891,0
5605,1
22131,1
6323,0
27825,0
36318,1
26094,0
7895,1
21816,1
21574,0
1810,0
9041,0
14847,1
35649,1
23912,0
7200,1
19179,1
15279,1
33415,0
29372,0
19101,1
34089,0
157,0
4076,1
8380,0
3577,1
27220,1
6209,1
22240,0
30844,0
26779,0
33558,0
22066,1
171,0
6114,1
31713,1
38077,1
36661,1
20773,0
26847,1
4066,0
15377,1
33124,0
9859,1
31328,1
19397,0
17890,0
33141,1
39713,0
13394,0
35727,0
32310,1
18953,0
23521,1
3206,1
5630,1
26006,0
40325,1
33359,1
34445,0
7245,1
8620,0
16882,1
40114,1
35837,0
26121,1
37912,0
24265,1
31777,1
31063,1
20683,0
24080,1
10551,1
25249,1
26595,1
12366,0
27397,1
25645,1
24437,1
15472,0
2820,0
22218,0
28627,0
35149,0
19175,1
15818,0
16772,0
22029,1
33681,0
40108,0
40445,0
36070,0
38647,1
1326,0
23281,0
26689,0
40398,1
22278,1
30673,0
34180,1
22212,0
18034,1
4959,1
5248,0
12647,0
25750,1
17223,1
16819,1
37745,1
30026,0
23814,1
9966,1
15624,0
6541,1
12815,1
941,0
6641,1
35894,0
19236,1
18946,1
11668,1
37435,1
29957,0
17524,1
36099,1
16442,0
26809,0
21955,1
26438,0
30675,1
38206,0
38834,1
29212,0
25107,0
8131,1
30715,0
27325,0
38195,1
6113,0
33495,0
19219,0
24767,0
35862,1
18548,1
37294,1
9438,1
12770,1
27334,0
39654,1
15798,0
5028,1
14101,1
6818,1
34873,1
24856,1
31277,1
22410,0
26568,1
28505,0
37432,1
17218,0
5541,0
34702,0
9835,1
30086,0
22027,0
37143,1
17062,0
2542,0
11786,0
32064,1
38591,0
23621,1
19380,1
36346,1
38178,1
33058,1
22276,1
24365,0
15675,1
5734,1
21685,0
8509,0
11385,0
12096,1
32778,1
27277,0
20096,0
679,0
26547,1
37604,0
28872,1
1352,0
3902,1
18588,1
7061,1
31603,1
9236,1
12371,1
17480,1
22189,0
33851,1
18901,1
4554,0
11272,0
7810,0
22940,0
36022,0
37828,0
19755,0
16204,0
28674,1
4367,0
19644,0
4238,1
23301,1
23215,0
23901,1
34900,1
11467,0
8990,0
17188,1
10613,1
18168,0
33230,1
29861,1
22145,0
11640,1
548,1
1104,1
18374,1
17787,0
11952,1
28594,0
16575,1
9319,1
20328,0
948,0
20692,0
29089,1
39177,0
22253,0
38654,0
16820,1
26168,1
21277,1
5008,0
448,0
40056,0
11209,1
27422,0
25994,0
29161,1
9364,1
14504,0
7535,1
32048,1
7611,0
27504,0
7365,0
26124,1
1127,1
2780,1
20791,1
1799,1
34588,0
23392,0
2387,1
19418,1
14013,1
35782,1
22032,1
14322,0
20106,1
13207,0
40069,0
6066,0
3512,0
38606,1
11633,0
35438,1
16225,1
7556,0
25743,1
7816,0
19014,0
24515,0
37889,1
5758,1
20672,0
6695,0
30514,1
37124,1
33531,0
2263,1
7802,0
33849,1
3260,0
26445,0
34262,1
8273,1
3871,1
30763,1
1774,1
14051,0
2840,1
33228,0
28750,1
2615,0
26996,1
33350,1
8369,1
24805,0
19944,0
17242,0
22502,0
12718,1
20465,0
1511,1
28115,1
22242,0
5281,1
14701,1
37965,0
34366,0
28686,1
7215,0
27178,1
36843,0
15376,1
1792,1
13698,1
20515,0
16857,0
38868,1
33988,1
23405,1
13723,0
37771,1
34568,0
20191,1
29870,0
9015,0
8948,0
27960,1
25190,1
9519,0
22209,1
16129,0
30529,1
18235,1
7157,0
15163,1
2303,1
40391,1
18065,1
17836,1
6768,0
8967,1
15969,1
28309,1
31039,1
11728,0
30168,1
38104,1
37257,0
11148,0
26204,0
21784,1
9669,1
30079,0
16683,1
17491,1
17234,0
38855,0
30114,0
20010,0
2246,0
20051,0
37656,0
16220,1
11223,1
14362,0
22767,0
6086,0
31661,0
26933,1
16392,1
6261,0
34573,1
25801,0
1711,1
20424,0
13850,1
716,1
24175,0
38548,0
33428,1
18448,1
37479,1
32684,1
1369,1
5101,0
1404,1
3097,0
30898,0
29502,1
36539,1
34364,0
7867,0
12979,0
32079,0
9572,0
19195,0
31478,0
30193,0
21230,0
3657,1
38571,0
18337,0
17402,1
15172,1
24241,0
24408,1
8850,0
31851,0
31194,1
8981,1
31700,1
37130,1
15387,1
26477,1
14479,1
36007,1
5632,1
32202,1
3392,0
13354,1
32713,1
34386,0
11432,1
5406,1
22170,0
17077,1
24680,1
30887,0
18675,0
23809,1
30069,0
3087,1
29272,0
31188,0
18862,0
30183,0
21815,0
36371,1
1877,0
28403,0
33520,1
37940,0
1286,1
34792,1
15059,1
26877,1
8455,0
39067,1
33752,1
10317,0
32590,0
5538,0
17215,1
14707,1
27187,0
40290,1
29815,0
22564,0
40327,1
34065,0
17754,0
19474,1
37902,1
34988,1
7990,1
35425,1
6413,0
27838,0
31780,0
7501,1
9566,1
34871,1
20522,1
34429,1
6094,0
12849,0
5452,1
704,0
14205,0
34486,0
8689,1
35200,1
20003,1
39003,0
7425,0
22371,0
12019,0
20765,0
11995,1
25301,0
37471,1
23564,0
38915,0
15560,1
1976,1
9634,0
37582,1
3549,0
1766,1
7150,0
33401,0
30882,1
9680,1
21291,1
28473,1
31146,0
21548,1
19507,1
27520,0
37302,1
37528,1
35446,0
29517,0
11424,0
21022,0
28816,1
25835,1
24621,1
18139,0
18039,0
12842,1
2861,1
10375,1
25185,1
39133,1
19706,1
25741,0
9665,1
18975,0
22287,1
34105,0
8063,0
21196,0
18510,0
32901,0
25587,1
29129,0
18472,0
10668,0
981,0
39357,0
33293,0
3257,0
19879,1
5267,0
33585,0
25822,1
27244,0
17184,0
10266,1
34637,1
28027,1
27758,1
27060,0
38115,1
19674,1
33957,1
22333,0
25490,1
29803,1
11774,0
11062,0
17900,0
24914,1
1781,0
32714,0
38698,0
5054,0
13566,0
28041,1
29400,0
2432,0
6856,0
35519,1
17903,0
31694,0
34101,0
25462,0
6584,1
3217,0
7666,1
32682,0
23696,0
7188,0
7279,0
796,1
16563,0
38010,0
13671,1
34585,0
29419,1
31080,0
30460,0
5309,0
16258,0
9314,1
6609,0
19485,1
36555,1
34343,0
21706,1
6693,0
26,0
5765,0
32776,0
11047,0
19483,0
30398,0
19355,1
17093,1
12523,0
26509,1
6071,1
5700,1
33888,1
13536,0
36426,1
27692,0
30334,0
7596,0
20030,1
12464,1
17945,0
33465,0
29940,1
5118,1
18615,0
23614,1
15055,1
35034,1
17974,1
12008,1
15828,1
36306,1
6472,1
27488,1
37638,1
28770,0
17976,1
14133,0
13042,1
26339,0
8637,0
1082,0
38611,1
3221,1
24236,1
20065,0
30092,1
15182,1
19930,0
10596,1
20111,1
23251,1
6512,0
12787,0
28698,0
38842,0
2713,0
28869,0
12841,1
6347,0
33753,1
11143,1
14521,1
3959,0
29487,1
18288,0
5725,1
24644,1
1706,0
40354,1
434,1
29208,1
21240,0
26099,1
2479,0
25370,0
37530,1
2203,1
19829,0
26881,0
15866,1
5429,0
6962,0
8701,1
7506,0
20664,0
20151,1
40207,1
37335,0
34426,1
8753,0
27697,1
8722,1
15174,1
11103,1
25248,1
33237,0
25710,1
28381,0
36241,1
21762,0
29123,1
10407,1
3238,1
7240,0
26885,1
17316,0
8382,0
34021,1
39488,0
39506,1
19868,1
36114,0
13644,0
9709,1
29973,0
40372,0
34330,1
1368,0
7590,0
4204,1
12210,1
1547,0
21649,0
34543,0
15991,0
10712,1
7066,1
38275,0
18269,0
30426,0
7479,1
8545,1
30357,1
36280,0
9274,0
9445,0
25209,1
1935,1
16060,0
4899,1
25514,1
10662,1
20375,1
3447,1
33408,1
1185,0
27327,0
25354,1
19405,1
34694,0
27300,1
13996,1
18554,0
9955,1
22595,1
15402,1
4595,0
15068,1
13349,0
24317,1
12084,1
13513,0
28830,1
19362,0
33555,1
12194,1
22917,0
25507,1
28722,1
5142,0
15513,0
35264,0
21377,1
13347,0
3811,0
13123,1
2291,0
35867,1
23148,1
13772,0
3603,0
13286,1
35283,1
16040,1
28936,0
10705,1
5162,1
25173,1
1659,1
3793,1
17226,0
2977,1
23792,1
12218,1
12274,1
28143,1
29687,0
18475,0
27469,1
24288,1
22751,0
19447,0
151,1
9191,1
38997,1
40460,0
19017,1
19681,1
23539,0
11755,0
34108,0
11412,0
5521,0
6004,1
40369,1
4100,1
33854,0
8159,1
37648,0
16212,1
31719,0
30760,0
14,1
30719,0
37462,1
2792,0
26741,1
22025,1
33652,0
5922,1
38265,0
20875,0
29169,0
26265,1
24451,1
1180,0
6337,1
38841,1
35316,1
2606,0
11050,1
40154,0
22123,0
6414,1
7038,1
4776,0
5,1
6752,0
16126,0
19547,0
5012,0
38262,1
32414,1
5413,0
25187,1
16845,0
440,1
28574,1
22605,1
39638,1
38849,1
11554,0
1938,1
31482,1
9117,0
26479,0
4870,1
26713,0
39589,0
12069,0
7975,1
26570,1
17269,1
34050,1
7704,1
16891,0
29730,1
39105,0
5069,0
13690,0
23606,1
9408,0
24643,0
31767,1
16449,0
32035,0
12557,1
24647,0
5465,0
7511,1
7664,0
13119,1
27194,1
16952,1
37325,1
30571,0
34931,1
6457,1
14245,1
9501,1
15005,1
32475,1
39351,0
13445,0
7181,0
33726,1
38473,1
24430,0
12907,1
8302,1
21330,0
18717,0
21132,1
25465,1
17211,0
18909,0
26260,0
38631,0
32796,0
13727,0
8384,0
22873,0
7769,0
4454,0
26993,1
25721,0
17765,0
28779,0
38661,0
6733,0
28641,0
33107,0
3892,1
2613,1
25622,0
31227,0
9953,0
23319,1
17959,0
37618,0
7988,0
31184,0
1583,1
40424,0
17904,0
10248,0
1617,0
14219,0
25067,1
12121,1
10764,1
39847,1
32164,1
9522,0
4929,0
12025,1
24005,0
17693,0
21442,0
30943,1
26250,0
9951,0
18702,0
9829,1
405,1
16603,1
4123,0
36888,0
27601,0
13558,0
38387,1
8756,0
2037,0
24331,1
1022,0
7434,0
10885,1
27406,1
16650,1
19030,1
25245,1
20211,1
37387,1
23364,1
1351,1
16339,1
29560,0
10934,1
29602,0
21049,1
13305,1
1263,1
8539,1
29155,0
19968,0
21908,1
37409,1
23856,1
4723,1
27787,0
37448,0
17435,0
21146,1
32985,0
39840,0
31914,1
37015,1
13138,1
38152,1
33090,1
10845,0
19901,1
395,0
20217,0
26073,0
16488,1
21092,0
25278,0
3307,0
28348,0
22675,0
23877,1
21824,0
9260,0
31704,1
11078,0
30150,0
25168,0
8938,0
8950,1
34787,1
34880,1
11575,1
39423,1
40481,1
11784,0
15713,1
34526,0
33799,0
34090,0
21472,1
29130,0
12097,0
17279,1
34520,1
29665,0
12196,1
1225,0
26915,1
6408,0
21662,0
31154,1
4754,0
27245,1
6955,1
6110,0
36608,0
23145,0
8619,1
21894,0
27576,0
14400,1
35235,1
4860,0
15442,1
33295,0
12165,1
33485,1
22650,0
10414,0
29342,1
37333,0
10419,1
15467,1
3904,0
24556,0
36621,1
9466,0
12656,1
14568,0
38505,1
18292,1
35575,1
31448,1
20471,0
32460,0
16489,1
24086,0
22094,1
21105,1
21020,0
35203,1
26451,0
2788,1
22652,0
13093,1
17564,1
17878,0
16445,0
27203,0
14557,1
27604,0
15622,0
35802,0
21806,1
26862,1
27101,0
1459,1
26580,1
28524,1
21742,0
22758,1
31260,0
2186,1
27417,0
23720,1
10995,0
452,1
24687,0
23913,1
26162,1
17779,0
15458,1
26410,0
19890,1
3889,1
10866,1
19990,0
16980,0
22004,0
18612,0
27709,1
26452,0
11055,0
18419,0
5639,0
4849,0
3299,0
64,0
28131,1
29772,1
17932,1
13672,1
19416,0
22622,1
12095,0
2094,0
15154,1
39411,0
22467,1
6182,0
15591,1
12661,1
3856,1
20843,1
6601,0
26875,1
10223,0
12914,1
31051,0
30662,0
18213,1
31077,1
4682,1
21881,1
36799,1
30694,1
14258,0
22222,1
15453,1
31929,1
17868,1
15816,0
22472,1
15090,0
23295,0
18456,0
23765,1
30203,0
20031,1
21313,1
13696,0
16462,0
21555,0
7344,0
10110,1
37909,1
33647,1
33603,0
16943,1
29457,1
28110,0
33345,1
34147,1
15970,1
34150,1
10440,1
9616,1
23074,0
7055,1
25339,0
20367,1
8660,0
27,0
26922,0
10967,0
20531,1
17189,1
33274,0
30452,0
10534,1
27477,0
23235,0
27098,1
15640,1
9335,0
32070,1
35351,0
14239,1
34967,0
34283,1
28667,1
5291,0
36246,1
28423,1
15797,1
35945,0
27866,0
36681,1
6583,0
24659,0
17309,0
14776,1
22787,0
35929,0
1507,0
8035,0
37829,0
26024,1
34278,1
36561,1
7750,0
31606,1
35443,0
5349,0
26679,1
17869,0
27627,1
36358,0
21004,0
19182,0
3454,1
362,1
11063,1
15142,1
29891,1
39588,1
10753,0
13338,1
21979,0
9639,0
2324,0
11167,1
15802,0
25029,0
34937,1
3312,1
28313,0
21825,0
20557,0
26945,0
23418,1
7182,1
28950,0
21725,1
20114,0
9808,0
16941,1
16160,0
16161,0
40404,0
1128,0
22,0
28680,0
494,1
3413,0
25269,0
18109,1
11576,0
20886,1
3980,0
9543,1
15457,0
10774,0
18547,0
27346,0
19280,0
23011,0
14896,1
32923,0
16830,0
5310,0
17504,1
14515,1
2925,1
7450,1
18376,1
25451,0
3195,1
35724,0
8115,1
38767,0
39611,0
30269,1
35792,1
30877,1
4369,1
7248,0
11213,0
13189,0
16053,1
20621,0
25623,0
27646,0
26427,0
30537,1
5353,0
12545,0
40318,0
40191,1
31847,0
14598,1
794,0
11937,1
21219,1
23270,1
18870,1
35483,1
29326,0
10253,1
6661,1
16693,0
31589,0
23716,1
11692,0
34950,0
22006,0
29102,1
3042,0
17427,1
14604,1
7635,1
32271,0
28860,1
26252,1
7340,1
33758,1
7386,1
29929,0
18228,0
39230,1
37533,0
16017,1
10072,0
19844,0
24464,1
20434,0
21409,0
11573,0
26351,1
25977,1
11553,1
7331,1
5271,1
275,1
18148,0
14134,1
19076,0
35054,0
6611,1
33068,1
28544,0
3075,1
28425,0
7899,0
30300,0
36798,1
34639,0
33992,0
12589,0
20154,1
25130,0
38681,1
1886,1
24921,1
6829,0
29297,0
37619,0
34851,0
4176,1
18620,0
2853,1
16108,0
23837,0
14035,1
23136,1
25156,1
10346,0
29355,1
16352,1
26367,1
11884,0
26369,1
9023,0
36974,1
10236,1
30757,1
30861,1
2453,0
4314,1
15051,1
18006,0
8076,1
24936,1
33971,0
22266,1
24865,1
1910,0
26951,0
3515,1
29731,1
5767,0
13721,0
24969,1
36647,0
20,1
32570,1
28909,1
39049,1
28196,0
6942,1
21770,0
11565,1
12752,1
35632,0
15946,1
29590,1
7723,1
11346,1
1872,1
27863,0
21832,1
13805,1
5278,1
12882,1
2682,1
28534,0
21517,1
3055,1
27085,0
14883,0
863,0
12582,1
871,1
9404,0
17892,0
36566,1
28897,0
34576,0
36968,0
29154,1
6928,1
14203,1
30667,0
20508,1
11630,0
38491,0
7824,1
28034,0
2466,1
20600,1
25702,1
8877,0
23487,1
5375,1
20014,0
5613,0
1439,0
25250,0
18095,1
27979,1
31753,0
17296,1
13222,1
21173,0
35484,0
37791,1
2899,0
15127,0
4035,1
25046,1
13182,0
32701,1
3029,0
20641,0
4130,1
31732,0
16275,1
6342,0
39340,0
29713,1
17638,1
18446,0
27009,1
39803,1
28340,0
11977,1
2122,0
2673,1
23489,0
6118,0
38750,0
40029,1
3700,1
16283,1
19995,1
32487,0
30237,0
24197,1
23450,0
36856,0
337,1
20972,1
24274,0
30910,1
26920,1
20388,1
1942,1
27068,1
4297,1
1913,1
13898,0
8915,1
28922,0
7771,1
23401,1
13139,1
21682,1
23645,0
36174,0
28052,0
38400,0
1841,0
16417,0
35380,0
38462,0
1076,0
8503,1
26892,0
5399,0
14263,0
16159,1
38982,1
16267,1
29586,0
36462,0
12844,1
31938,0
5158,0
8271,0
35274,1
30470,0
7897,0
12750,1
21974,0
22270,1
39668,0
5270,0
18129,1
3199,1
32063,0
21664,1
15262,1
27214,1
31515,0
17408,1
4718,0
18785,1
16027,0
14863,0
226,0
33720,1
8632,0
3324,1
35487,0
26279,0
37149,0
3743,1
7471,1
35087,0
22542,0
39285,0
27157,1
37888,0
30991,1
38537,1
27637,1
19911,1
34440,1
27087,1
7440,1
21270,1
11231,1
28892,1
36340,1
18063,1
21875,0
18741,0
4664,0
36198,1
28655,0
997,1
12319,0
24760,0
12409,1
34972,1
22091,1
22989,1
29664,0
7176,0
30989,0
6652,1
2124,1
17768,0
22043,0
33486,1
3976,1
17116,1
10169,0
21580,0
3763,0
79,1
4561,1
18715,0
20890,0
11025,0
16717,0
12683,1
28219,1
21590,1
32027,0
20542,1
36172,1
25459,0
32238,0
6617,1
39523,0
25167,0
23218,1
16167,1
30891,1
14037,1
14974,0
37498,0
6177,0
6247,0
30318,0
30631,1
20673,0
6875,0
5400,0
16598,0
34391,1
36227,0
4801,1
30392,0
12575,1
19538,1
27153,1
13241,0
15195,0
106,0
2343,0
37715,0
3404,0
16102,0
7716,1
22157,1
13348,1
28364,1
28844,0
6525,1
2521,0
6387,1
37990,1
33902,0
19455,1
2976,1
1528,1
21348,0
17349,1
24182,1
38246,1
9854,0
455,0
37762,0
23437,1
26772,1
26021,0
38396,0
37178,1
9286,1
30041,0
12020,0
34382,1
15304,1
37464,0
19441,1
39205,1
1778,0
31275,1
29967,1
27455,0
39273,0
23924,0
28664,0
18747,1
22603,0
3646,1
500,1
26217,0
12211,0
16557,0
7865,0
37201,0
2098,0
24911,1
13343,0
24895,1
34725,0
10216,1
17910,1
24975,0
18240,0
13580,1
17133,0
16995,1
8052,0
33713,0
35532,1
27781,0
20763,1
27403,1
26190,0
21559,0
31020,1
39779,1
35333,0
38061,1
9387,0
9657,1
15889,1
29014,1
24220,1
18414,1
32469,0
24821,1
19325,0
4052,0
16732,0
21087,0
9294,1
1251,1
16473,1
24130,0
3736,1
27575,0
12502,0
38070,1
639,0
17946,0
14047,1
17105,0
15501,0
22007,0
1080,0
22058,0
31872,1
2755,1
3212,0
23785,0
37445,0
21494,0
15330,0
36992,1
195,0
8408,0
4721,1
25219,0
12439,0
33421,1
11464,1
5965,0
11584,0
27106,1
8254,1
30865,1
31953,1
32280,0
4096,1
6459,0
26789,1
3667,0
1565,1
29786,0
7711,1
33327,0
26924,1
36478,0
6792,1
39457,1
39431,1
7111,1
30045,0
15779,0
23443,0
36308,1
2395,1
23660,0
11155,0
32050,0
31081,0
34359,1
34869,1
35964,1
36844,0
26107,0
1780,0
27259,0
17510,0
9613,1
7463,0
26014,1
4422,0
35278,0
2679,0
23546,0
17012,0
23352,1
18721,1
11370,0
19056,0
39250,0
28212,1
28360,0
21414,0
34320,1
31669,1
30157,1
3591,1
31563,1
22858,0
20289,0
34439,1
24104,1
26251,1
8584,1
886,1
31654,1
9416,1
23476,1
19192,1
2056,1
40109,0
18688,1
21309,0
4553,0
33063,1
29207,1
10085,1
24771,1
31557,1
20011,0
31461,0
39041,1
641,1
25475,0
5361,0
29219,0
4427,1
34794,1
18280,1
16076,1
36599,0
29904,1
4429,0
36610,0
21801,0
3774,0
30366,0
16600,0
5854,1
38630,0
34505,1
11587,1
35746,1
13054,0
20605,1
35352,1
10494,0
20138,0
14550,0
1615,1
26129,1
26898,1
3973,0
22244,1
39249,0
27763,0
26174,1
39193,0
35500,0
18187,1
15203,0
38990,0
39445,1
773,1
1561,1
36148,1
17383,1
9815,0
29979,0
26308,1
33392,0
36351,1
17156,0
26673,1
29408,1
31595,0
3597,0
31630,0
394,0
34744,0
19811,1
14662,1
39666,0
4402,0
21332,0
21509,0
28257,1
27635,1
5004,1
39114,0
19047,1
8831,1
16101,1
13200,0
30010,1
5717,0
18413,1
36005,0
40337,0
2057,0
15597,0
31840,0
13775,1
40099,1
12429,0
33238,0
23946,1
40026,0
38503,0
3444,1
5510,0
29367,0
16878,0
25447,0
19200,1
25322,1
18226,0
33106,0
36936,0
34347,1
4098,1
10964,0
23885,0
3377,0
26030,0
17804,1
1218,1
14349,0
34638,0
18672,0
10135,0
1408,1
20654,0
973,0
15583,1
11217,0
24537,0
32538,0
8204,1
31380,1
24851,1
17293,1
38716,0
16720,0
29420,1
3678,0
5681,1
13715,1
32849,1
24346,1
10653,0
6763,1
7854,1
3201,1
17783,0
8212,1
24021,0
28961,1
16890,0
21836,0
594,0
4549,0
32313,0
37779,0
10043,0
24480,0
33684,0
8108,1
2473,0
22733,0
20976,0
6101,0
37540,0
1922,1
17443,0
27465,0
13384,0
26433,1
26050,1
37361,1
26918,1
27387,1
4841,1
36629,0
24281,0
29804,0
6260,1
8142,0
11785,1
20973,0
37502,0
28729,0
6196,0
37057,1
25350,0
2076,0
28522,1
20514,1
6007,1
37636,0
17601,0
23211,0
961,1
37658,0
9232,0
18775,1
35647,0
1954,1
22705,1
6055,1
11218,0
1740,0
19714,1
22980,0
39387,1
25033,1
28058,0
22346,0
20545,1
33183,1
17729,0
15460,0
16447,0
21479,1
12460,1
15683,1
27002,1
25936,1
19413,1
28097,1
15245,1
37827,0
10402,0
32914,1
22500,1
28407,0
3192,0
5807,0
28290,0
1454,1
2653,0
9492,0
11643,0
35167,1
35905,0
25208,0
18201,1
37188,0
28434,1
8253,1
5476,1
29215,0
8097,1
3098,0
37349,1
34082,0
15131,0
29610,0
25968,0
20487,0
6822,1
633,0
28696,1
26499,0
6961,0
4942,1
28588,0
35206,0
19516,1
12262,0
37419,0
2940,1
27430,1
28347,0
1032,1
29948,1
12906,0
2423,1
28813,1
23188,0
36522,1
11629,1
40043,1
236,0
15121,1
28514,1
23813,0
17063,0
38478,0
20553,1
29319,0
15911,0
8599,0
31549,1
30365,1
35083,1
20506,0
26199,0
26171,0
27744,1
29947,1
9745,0
24524,0
16554,1
2882,0
19589,1
39467,1
33873,0
2233,1
33627,0
17417,0
13597,0
27870,1
17326,0
30776,1
17769,1
13973,0
15861,1
1295,1
8875,1
16350,1
6208,0
22273,0
32473,0
1546,0
9088,1
14449,0
19726,1
31511,0
7360,0
25255,1
32382,0
17881,1
28678,0
25376,1
30751,1
17131,1
22106,0
12221,0
5981,0
37133,1
18590,1
38998,0
33166,0
38839,0
590,0
32967,0
23892,0
4228,1
11881,0
36357,1
17875,0
6569,1
27740,0
31083,0
32484,0
35127,0
7965,1
23473,0
5265,0
31322,1
34843,0
3136,1
25646,0
25106,1
12071,0
15977,1
29322,1
25685,1
11638,1
23940,1
33353,1
8379,1
19709,0
22187,0
15814,0
9695,1
35762,0
15314,0
4316,0
4674,0
14639,0
26598,0
8968,0
9982,0
29186,0
16712,0
21066,0
24946,1
36628,1
11183,0
8266,1
23586,1
4764,0
16876,0
21683,1
11517,1
33962,0
19414,1
11041,0
30436,0
824,0
18433,1
12443,1
8747,0
3275,0
17996,1
1753,1
3124,0
14325,0
3007,1
28463,1
17835,1
4876,0
17897,0
19059,1
36076,1
9717,1
6608,0
5089,0
28498,1
36866,0
35665,1
11859,0
23996,0
2256,0
1744,1
16254,1
20561,0
21246,0
32885,1
16042,0
26398,1
17195,0
868,0
29036,0
29438,1
15936,1
23985,1
26118,1
8078,1
15213,0
2212,1
3280,1
39279,1
38844,1
30071,1
